,label,min_A,min_B,min_C,min_D,path
0,B,435979.8905805426,276364.157247212,581373.9986928063,735771.3519723174,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\132.jpg
0,B,409630.7460822726,265137.0733871582,585881.6839830793,709653.0392464426,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\133.jpg
0,B,402479.0983467863,293559.9718877347,551700.211318719,686180.8794771233,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\134.jpg
0,B,425164.6709726994,271352.32938100665,625120.1039600108,728107.2914263733,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\135.jpg
0,B,416579.1895424802,250742.30554402102,616598.6185313299,729912.6651287952,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\136.jpg
0,B,387433.0606535911,235125.34798923426,656020.5211226408,718295.4411072652,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\137.jpg
0,B,423679.00499807455,270367.71661668527,614903.1612610498,731180.3985082651,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\138.jpg
0,B,426153.10618992377,269905.1547558625,607939.0513802344,743076.0484429057,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\139.jpg
0,B,410809.2390465171,315051.7895886194,577704.4211457092,725021.8094117627,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\14.jpg
0,B,485724.8300961141,326523.16089196404,610037.4022299072,752979.9091426351,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\140.jpg
0,B,407890.691180312,252979.49214917264,611933.969334867,711226.1764705877,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\141.jpg
0,B,427018.5153710073,283526.36796616635,577658.3092810416,731143.6476432141,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\142.jpg
0,B,409040.25482506386,398292.93805459456,655357.8786005388,809086.1971241841,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\143.jpg
0,B,536099.2418608199,392428.3108496725,599658.4250672776,738892.7838831194,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\144.jpg
0,B,711526.0316647394,242465.49058054524,636565.9536485928,734414.7818992687,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\145.jpg
0,B,451720.92347558297,354003.3385313335,496408.8124259863,670109.45110342,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\146.jpg
0,B,410151.94405228406,253199.40256824228,611166.3392541292,728534.1372856582,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\147.jpg
0,B,564401.4750788128,336883.86069973017,515109.8778162207,669037.3177700872,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\148.jpg
0,B,579121.5541714695,467335.7322875806,531727.4391387887,745713.4833217973,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\149.jpg
0,B,412545.80713571346,250319.4260976541,633055.9790849634,731604.7575855436,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\15.jpg
0,B,438650.64698192663,365835.5168319872,490584.80592079664,657132.1799307953,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\150.jpg
0,B,406268.50303728995,282307.7461284117,589418.7460976501,701642.3897424066,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\151.jpg
0,B,580760.4803844645,446132.1254594376,627029.3431910751,794389.1245674721,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\152.jpg
0,B,475140.53364090447,370875.08730488224,528665.8481045713,693124.6931487871,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\153.jpg
0,B,444392.5075740067,333087.2109496339,497113.15249518986,645571.3765013451,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\154.jpg
0,B,480239.9446981899,352019.4303267968,573184.7567858476,696286.7585082646,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\155.jpg
0,B,451321.6415993817,441277.17108804325,448081.46552863996,651466.5820838134,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\156.jpg
0,B,557277.1620146093,489761.6014148391,628918.7768704296,867384.2187620128,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\157.jpg
0,B,440411.27664744,281229.7595232597,526076.157862358,730034.7905882339,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\158.jpg
0,B,413736.86423682846,261680.85544021457,563129.1820222972,722956.8159477115,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\159.jpg
0,B,445671.7297193354,418166.78511341807,578537.3823913839,807374.1987389465,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\16.jpg
0,B,474406.30257592956,324284.47761630075,609717.7533717758,723646.5128796599,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\160.jpg
0,B,418570.5415609347,298153.7735947706,550344.5530180659,702192.8573317942,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\161.jpg
0,B,410300.7417454792,302918.1064513647,588038.3601691622,708600.070941943,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\162.jpg
0,B,410906.704882734,295960.29214917263,503818.88163013826,657045.3917262582,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\163.jpg
0,B,420574.82091502944,307355.2352633595,519131.2883660089,649554.4895347937,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\164.jpg
0,B,416404.7660745836,276042.6476278346,582982.3632141445,710455.9587389454,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\165.jpg
0,B,417270.32662821654,272732.5169857741,609941.224390615,732200.9325951547,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\166.jpg
0,B,544100.7035601665,345657.8861976156,641740.9910803493,808470.8496732012,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\167.jpg
0,B,404887.07666281855,258244.0201768542,622116.6509034944,729417.2231910799,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\168.jpg
0,B,411576.83014224935,327473.4713879272,582555.1173394811,739706.6502422134,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\169.jpg
0,B,438999.37519415224,301263.1756555167,613198.3942483626,761243.8643906186,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\17.jpg
0,B,392509.08384467283,233667.56998077573,684321.2645136475,723566.7656747393,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\170.jpg
0,B,460279.2689580897,321849.04126105283,638865.488550555,808363.346605151,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\171.jpg
0,B,420847.6494425185,320345.74691272504,499039.5388850408,623258.9400538248,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\172.jpg
0,B,402025.9100653561,261861.34036139888,626952.116509031,739541.6737716253,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\173.jpg
0,B,438908.59652441036,305669.81187235616,517923.3400384432,657946.7885428679,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\174.jpg
0,B,505072.95724720997,399757.14991157176,533512.1333025728,701297.3230757385,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\175.jpg
0,B,426471.0162091468,294470.2606382156,629585.7310419043,752965.5642752779,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\176.jpg
0,B,402975.3233986891,240172.30299115658,633643.8539177193,715363.5443598602,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\177.jpg
0,B,420910.3591541679,360399.722460592,602112.3670280633,725737.5226143794,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\178.jpg
0,B,405422.73405612895,238805.0596232214,656557.5212610497,743555.7461437898,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\179.jpg
0,B,433409.7290119151,325118.974502114,514671.9208458245,653072.6895347942,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\18.jpg
0,B,426871.93048827036,365775.86455978407,423237.86428296485,580512.6280968856,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\180.jpg
0,B,392546.8515955365,240984.09161091805,652951.0474586654,742671.581114955,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\181.jpg
0,B,575961.7221837733,529637.8014917352,628875.1614917282,894604.6120261427,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\182.jpg
0,B,418737.6556247564,403001.27540176845,395425.589742403,599606.5263667804,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\183.jpg
0,B,405606.71117262274,245846.7976624369,528430.2011226442,733538.665128796,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\184.jpg
0,B,391895.4395078781,230478.11115724643,659794.5655670854,734693.1192925791,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\185.jpg
0,B,458529.59375624417,326450.9020838135,669086.3338100694,794043.1334563625,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\186.jpg
0,B,403454.9261053406,234152.8277585536,679032.3943867704,715539.9152941165,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\19.jpg
0,B,457015.36893502204,331662.0893810066,470539.3094963442,591149.611334102,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\2.jpg
0,B,430195.8937177973,351671.7274432904,463909.50585159205,615126.1699653966,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\20.jpg
0,B,556737.2623452492,366759.81737793045,585426.6294655864,777466.2498577458,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\21.jpg
0,B,490775.9613994579,228096.8861976154,683142.6781699335,715810.5270588225,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\22.jpg
0,B,428139.86672817776,348094.67738562095,622503.4952402896,789496.1329027291,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\23.jpg
0,B,409091.2539023421,236075.51461745414,691627.8101653173,731116.6015071117,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\24.jpg
0,B,373307.0225297934,227449.0130257584,679328.4193464039,713574.357216454,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\25.jpg
0,B,444983.9426682014,317741.12444444385,528234.4292349054,672447.0192695098,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\26.jpg
0,B,403992.56269126915,309962.7930488273,579117.2017685464,706178.6869204146,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\27.jpg
0,B,386134.68273740634,229890.65770088375,659687.6255286384,741792.4808612064,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\28.jpg
0,B,474200.79111110826,349276.36496731977,676362.5565551671,767213.2341868493,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\29.jpg
0,B,448774.9743790813,326053.53671664663,481245.9899730834,622957.657331794,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\3.jpg
0,B,405116.92056900845,265172.84639753867,587642.8248365971,706237.2059515559,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\30.jpg
0,B,398979.10817377595,262562.0093348705,595689.1820222953,700361.1671357158,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\31.jpg
0,B,438855.9020222956,291042.1652748937,570632.8441368665,715339.6452595138,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\32.jpg
0,B,432261.6601307157,451347.5990003838,367000.6333871556,563544.1587850823,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\33.jpg
0,B,420404.98068434856,266333.49354863464,604225.0928873467,738548.5191541705,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\34.jpg
0,B,402054.0488273705,257127.8562091499,620817.2285736213,717913.7645059584,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\35.jpg
0,B,440838.1869281015,412148.5282276046,403787.50266820134,593062.7671357155,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\36.jpg
0,B,481029.8351249489,411603.78508266044,585415.9363475561,773008.3147712399,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\37.jpg
0,B,424492.98031525966,275488.7855747785,574824.3839292538,736715.5379776992,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\38.jpg
0,B,415870.3114494392,258340.91887735427,588694.0333717754,702491.8823529405,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\39.jpg
0,B,407908.92003075354,246858.5597846972,665050.698469815,717873.5779776996,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\4.jpg
0,B,440862.3728104539,473152.77893117967,399655.82400614885,599772.7276124551,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\40.jpg
0,B,408547.2252979587,306271.78618992673,652875.9390388272,767184.1541714716,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\41.jpg
0,B,402887.86608227226,245771.1891272581,634677.0538254475,723534.1858208369,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\42.jpg
0,B,527256.5787620121,466156.6820146087,546550.6492118381,700309.9383006522,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\43.jpg
0,B,401310.6022914229,244824.14494425146,677169.2662821978,715655.6065820828,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\44.jpg
0,B,428105.21620914637,370217.8933025758,494475.44545943604,680558.1428219887,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\45.jpg
0,B,551100.3538485165,273691.41456362884,582851.8046289849,702184.1599384841,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\46.jpg
0,B,506725.66582083586,341866.7822068428,549524.5302575893,688246.9443598602,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\47.jpg
0,B,460473.54885043897,423470.34409842244,464639.3212764297,658178.9372856576,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\48.jpg
0,B,411316.04352171865,259188.3833141093,588961.3094194497,713280.4259592452,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\49.jpg
0,B,403177.45551710535,243576.3333025754,648430.2447673933,723157.3875432517,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\5.jpg
0,B,438084.31406381796,280286.4705574774,563209.3484044556,724117.5426835818,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\50.jpg
0,B,461424.481045748,455291.8977316407,467340.16670511,685913.5098346773,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\51.jpg
0,B,446103.64790464856,278902.62234525126,586194.2596847329,736888.8685428672,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\52.jpg
0,B,501152.7917262563,364066.05239523225,627316.1559553983,774975.4252210674,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\53.jpg
0,B,418248.25667050795,301182.7950788153,530064.1034986502,666243.8941484035,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\54.jpg
0,B,449729.75717031595,400988.6413225671,453454.05717800464,647974.0623144925,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\55.jpg
0,B,436160.1914494394,284972.42180699675,576884.218700496,732988.0165013457,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\56.jpg
0,B,445827.65311802813,289614.66589773085,594375.6539946137,718844.7412072276,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\57.jpg
0,B,411558.1650903464,242339.69908496673,627497.4772933442,727801.2889350244,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\58.jpg
0,B,410720.5532795045,241102.63341791544,638367.10503652,726433.5919569386,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\59.jpg
0,B,439419.36870434164,288150.208642829,692333.8797385608,769037.3532026123,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\6.jpg
0,B,514621.97027296916,417445.98423683184,649865.9356555182,843759.9956478267,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\60.jpg
0,B,545796.6066128387,425103.9848827371,592768.5509880779,812311.8799384842,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\61.jpg
0,B,428213.57524028886,316060.9897270274,540919.3094655864,693880.3490503642,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\62.jpg
0,B,445223.4960246025,271182.01487120264,607899.4036139908,734706.2677124175,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\63.jpg
0,B,443243.427251054,270249.314525182,596142.2687581661,736362.5492041511,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\64.jpg
0,B,451958.2795078783,319330.22156093747,570171.69404075,721247.1861899253,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\65.jpg
0,B,433306.34423682885,275409.56236831925,597545.1167397125,716899.0212533631,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\66.jpg
0,B,427136.1751941525,280863.7162937327,595862.3411457094,742793.922153017,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\67.jpg
0,B,403692.0958093002,336663.05908496695,616197.8642829646,741589.4590849666,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\68.jpg
0,B,455763.532933484,566186.6800153787,387425.3641830031,636030.3918185302,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\69.jpg
0,B,413139.5769934604,361941.53991541674,677265.016993464,797699.2176086112,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\7.jpg
0,B,468707.7927720077,268916.8336485962,618844.1235370965,740731.208196845,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\70.jpg
0,B,432464.0024144524,325259.77700884215,539086.5584006117,713995.854671279,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\71.jpg
0,B,422915.31983083097,297724.53482506657,472577.64136870095,638713.7792695109,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\72.jpg
0,B,389165.39168011956,232339.18580545852,632325.0714340594,705267.8037216444,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\73.jpg
0,B,389511.97547096893,231324.80149173317,660458.9075124911,713354.500469049,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\74.jpg
0,B,419874.27507881244,255294.84648981103,604434.8413071856,721037.9411764694,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\75.jpg
0,B,445217.6984236795,327047.31295655493,622357.2737870009,740654.9221530168,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\76.jpg
0,B,414370.4618838874,386948.0727873897,661965.4855517088,815549.461484045,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\77.jpg
0,B,431354.84619761334,250688.17108804238,638496.6284505917,734313.6369396377,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\78.jpg
0,B,459160.0019069556,320873.071849288,554444.8998077628,722075.3788235277,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\79.jpg
0,B,392140.1788542834,246673.47712418233,632299.4692195267,735755.1583698568,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\8.jpg
0,B,445112.7377008812,309356.49422529724,544086.2034755824,715675.1475278726,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\80.jpg
0,B,449507.84081506793,298883.02972702746,541724.3512495155,710636.527873893,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\81.jpg
0,B,454706.9303191046,312672.76206074515,625265.2587466323,744355.002429834,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\82.jpg
0,B,409544.089765471,267101.2419530942,582532.2333410181,708354.9869742395,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\83.jpg
0,B,602993.3233371747,293110.03540176793,578271.3829450172,738521.5796539774,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\84.jpg
0,B,542988.0363706237,425576.0850134555,509446.51380238053,736524.5068512093,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\85.jpg
0,B,647319.3152172206,390700.98326797434,578556.9633371755,754192.7851903101,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\86.jpg
0,B,398510.34797385253,252015.14506728126,646792.5877124141,739549.5318415982,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\87.jpg
0,B,384699.6803844654,239445.5701653203,660254.2348481305,732906.280553632,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\88.jpg
0,B,461617.7063283325,465448.1784236835,498412.9220453646,714968.1964321407,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\89.jpg
0,B,423500.2044905773,247029.0284813526,635025.3888965743,731086.181038061,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\9.jpg
0,B,585580.6110572829,376745.52698192926,608384.0529796196,821198.2171933859,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\90.jpg
0,B,416450.75366397196,259529.667235678,614203.6604536679,731072.7615071116,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\91.jpg
0,B,402274.3211380205,250227.45694732713,597952.7714725063,700237.1073894647,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\92.jpg
0,B,553185.3791157224,387599.84831987595,556785.8725874624,741785.5251518628,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\93.jpg
0,B,516550.1271818502,332979.724675124,590577.3130026881,773311.5689811596,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\94.jpg
0,B,368067.74861975946,261092.01076508957,596001.018008454,706791.3318415987,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\95.jpg
0,B,510686.82797385263,370306.7215378695,544564.9037293307,733528.6366781986,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\96.jpg
0,B,427079.7540791969,304281.0938100724,519771.6906728139,669739.0630988078,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\97.jpg
0,B,634798.8999923067,238747.31121876108,659523.507973852,743387.9094655893,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\98.jpg
0,B,488824.89602460334,359138.0136409066,577456.6271126459,735287.4431680113,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\B\99.jpg
0,C,411849.39738561667,683207.0031064982,159541.8740638193,232993.9169550163,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\0.jpg
0,C,518563.7976778128,945752.2770780481,300379.6583006516,389426.18618992704,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\1.jpg
0,C,437216.3205228723,661570.0238369862,150770.20593617583,213681.62019223254,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\10.jpg
0,C,493781.2178239105,732448.2797846976,204098.42296039732,252971.68953479343,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\100.jpg
0,C,434784.343821603,726048.8504421377,158661.78123798326,219186.86148404362,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\101.jpg
0,C,540306.3378700472,1017444.5934332968,320677.8169165691,500879.22568242915,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\102.jpg
0,C,468879.35351018456,821960.0636370626,223357.64398308186,320496.598231449,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\103.jpg
0,C,509112.11793925083,800929.8827374083,191723.97487120103,291805.9326720485,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\104.jpg
0,C,474752.45405612874,816260.7965705502,217990.31143406185,294172.9373317948,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\105.jpg
0,C,481200.47772394854,905325.4582852743,229574.27909265508,392234.2987620146,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\106.jpg
0,C,475323.8256670471,716235.9033756243,155750.15901576105,280629.04293733113,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\107.jpg
0,C,611898.3416993432,956913.5459900046,289932.62308342685,406426.18685120885,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\108.jpg
0,C,472397.2866589732,809209.2838446758,208663.9627989216,295841.9535255666,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\109.jpg
0,C,454927.184621296,802413.0432449064,219876.75955401573,270340.73737793067,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\11.jpg
0,C,416531.19564782374,623691.1495578622,143885.23184928612,185670.8203306406,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\110.jpg
0,C,425068.16030757007,666192.2122568241,144182.73980776395,215497.99610918757,C:/Users/ajtis/Documents/Master/Thesis/pythonProject/Labeled_multiple_choice\C\111.jpg
